id,job_title,location,salary_currency,career_level,experience_level,education_level,employment_type,job_function,job_benefits,company_process_time,company_size,company_industry,job_description,salary,pengalamanKerja,rata2Gaji,mapped_region,UMR
150,Drafter,Cilegon,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Bangunan/Konstruksi,Arsitek/Desain Interior","Tip;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",,1- 50 pekerja,Konstruksi/Bangunan/Teknik,"Kandidat setidaknya lulusan Diploma, Gelar Sarjana di Teknik Sipil, Arsitektur atau setara.Pengalaman 2-3 tahun di bidang yang samaLebih disukai yanng berpengalaman dalam Arsitek/Desain Interior atau setara.Diutamakan yang bisa menggambar detail shop drawingMampu mengetahui ilmu teknik gambar bangunanBertanggung jawab & Pekerja KerasDapat bekerja tim maupun individualBersedia ditempatkan di Cilegon-Banten.Kemampuan yang harus dimiliki:Menguasai AutoCAD 2D & 3DSoftware yang harus dikuasai : AUTOCAD, SKETCHUP, PHOTOSHOPMampu membaca gambar, berimajinasi dan menggambar cepat",3600000.0,2,5700000.0,BANTEN,2905119.0
154,Senior Software Engineer - Android Mobile,Jakarta Selatan,IDR,Supervisor/Koordinator,3 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Asuransi Gigi;Asuransi kesehatan;Waktu regular, Senin - Jumat;BPJS KT, BPJS Kes, Private Health Insurance*, THR, Events, Tournaments & Parties;Business casual",28 days,51 - 200 pekerja,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)","Responsibilities:Take ownership in developing, releasing, maintaining, and improving all aspects of JULO’s Android app according to the committed deadline.Analyze and systematically approach requirements and bugs reported, always coming up with practical short term and long term solutions that minimize complexity and maximize value.Design and build modular components and reusable subsystems using various suitable tools, cloud services, and libraries to increase the app quality and increase the efficiency of development.Include security, maintainability, reusability, and testability when developing software solutions and code reviewing.Factor mobile device OS system internals, data storage, computing and memory usage in the produced software solution.Identify things that can go wrong early but also investigate bugs and crashes reported in production.Apply and tailor software development concepts and Android best practices and share expertise to the team.Work closely with other JULO engineers, products, data scientists, operations.Requirements:Highly skilled in developing, testing, debugging, and troubleshooting with any of these programming languages: Kotlin, Java.Highly skilled in developing, testing, debugging, and troubleshooting with any of these advanced Android development: custom view & fancy layouting, unit tests in Android, MVVM & MVP patterns, async task handling with RxJava or Kotlin Coroutines.Highly skilled in debugging and troubleshooting backend services especially API layer and complex real world database structures in SQL.Highly skilled in all kinds of development tools that brings source code in a text file to running code in production. Once such tool is Firebase Crashlytics.Experience in agile development process and applications such as Jira.Engineering/Computer/IT degree with 3 years of diverse software development experience and teams and 2 years of Android app development.Great team player, have excellent work ethics, and have solid technical communication skills in English.Based in Jabodetabek.Nice to have:Developing, testing, debugging, and troubleshooting API layer of backend services built on these programming languages: Python, Golang, Node.js Developing, testing, debugging, and troubleshooting messaging and communications within Android phone such as EventBus",12000000.0,3,5700000.0,DKI JAKARTA,5396760.0
157,Waitress/Waiter,Jawa Timur,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM",Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",,1 day,1- 50 pekerja,Makanan & Minuman/Katering/Restoran,"KualifikasiUsia maksimal 25 tahunPendidikan SMA/K/SederajatMemiliki komunikasi yang baikBerpenampilan rapi, ramah, sopan & energikBersedia untuk bekerja dengan sistem shiftDiutamakan yang sudah vaksin dan memiliki sertifikat vaksinBersedia ditempatkan di cabang manapunTugas dan tanggung jawab:Memberikan pelayanan yang sopan dan ramah pada pelangganBertanggung jawab terhadap kebersihan restoran, area kerja dan peralatan restaurantMemberikan service oriented yang optimal pada pelangganMenjalankan SOP restoran dengan konsisten",2400000.0,1,5700000.0,Unknown,5396760.0
159,HELPER,Jawa Timur,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1 tahun,Tidak terspesifikasi,Penuh Waktu,"Manufaktur,Pemeliharaan",,,,Lainnya,Membutuhkan SEGERA Helper dengan kualifikasi:Pendidikan min. SMK (fresh graduate diutamakan)Max. umur 27 tahunBisa menggunakan mesin gerindaBisa menggunakan mesin lasBisa bekerja dengan timBisa bekerja dibawah tekananBisa membaca draft gambar,2400000.0,1,5700000.0,Unknown,5396760.0
163,Digital and Social Media Executive (Travel & Lifestyle PR),Jakarta Pusat,USD,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing","Waktu regular, Senin - Jumat",29 days,1- 50 pekerja,Periklanan/Marketing/Promosi/Hubungan Masyarakat,"DIGITAL / SOCIAL MEDIA EXECUTIVEWe are recruiting a Digital & Social Media Executive with PR agency background who is looking to develop their skills and experience as well as to grow with us. Our luxury lifestyle client portfolio comprises the travel, hospitality, design, property, fashion and retail sectors - including global brands and local market leaders, serviced by our energetic and dedicated teams based in Hong Kong, Singapore, China and Indonesia.Primary Responsibilities:·    Create, implement and manage the development of creative content across all channels, including digital, social and other media to support company brand-building and client initiatives·    Initiate, implement and manage digital and social media campaigns for client ·    Initiate influencer collaboration/campaigns and liaise with all parties·    Demonstrate a talent for managing marketing channels and show strengths in research, database development and management, writing and generating content, design and creativity·    Demonstrate experience in social media, digital marketing and understanding of the role that the internet plays·    Responsible for regular updates and maintenance for the Petrie PR website·    Devise strategies to drive online traffic to the website·    Responsible for the digital strategy and execution of all integrated client campaigns·    Communicate with all regional offices (Singapore, Hong Kong, Shanghai, Beijing) actively and regularly to stay at the forefront of client updates and social media trends in different regions·    Review new technologies and keep the company at the forefront of developments in digital marketing·    Analyse and provide monthly digital marketing metrics and lead status reportsExperience required:·    Proven experience of planning, managing, optimising and maintaining social media campaigns in a business environment is essential·    Passion for social media and in-depth knowledge of platforms including Facebook, Instagram, Twitter, We Chat, LinkedIn, YouTube, Pinterest etc·    Experience of creating and analysing reports in Google Analytics or other web analytics tools·    Analytical skills with the ability to use data to drive decisions·    Experience in editing websites and partnerships coordination is essentialKey Skills Required:·    Degree Qualifications in a related discipline·    Proficiency in reading and writing English and Indonesian are required·    Minimum 2 years Marketing agency / related function experience is a must·    Prior track record of consumer and/or industry engagement through exceptional content marketing·    Strong knowledge of social media channels and methods of marketing communications through social media·    Experience in day-to-day content management of social media, websites, online portals and other digital channels·    Able to collaborate effectively with others in the development of content·    Excellent problem solving, customer relationship building skills and interpersonal skillsMust have good written and spoken English.Minimum 2 years experience required.",665.0,2,5700000.0,DKI JAKARTA,5396760.0
170,Supervisor HRD & GA,Jakarta Pusat,IDR,Supervisor/Koordinator,2 tahun,Sarjana (S1),Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR","Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",1 day,51 - 200 pekerja,Umum & Grosir,"PT. INTERNUSA MANDIRI merupakan perusahaan yang sangat berkembang yang bergerak dibidang Distributor untuk produk Elektronik Home Appliance dan produk Dryer & Kitchen Equipment. kami beberapa cabang di Jakarta, Surabaya, Bandung, Bali, dan Yogya.Saat ini kami mebutuhkan karyawan untuk posisi :SPV HRD & GAPersyaratan:• Memiliki pengalaman minimal 2 tahun• Minimal umur 25 tahun• Pendidikan minimal S1• Memahami UU Ketenagakerjaan• Memiliki kemampuan management & Leadership yang baik• Memiliki interpersonal dan komunikasi yang baik• Memiliki kemampuan recruitment yang baikStaff HRDPersyaratan:Memiliki pengalaman minimal 1 tahunMinimal umur 22 tahunPendidikan minimal S1Membuat laporan administrasi bulanan sesuai dengan format yang telah disepakatiMembuat dan mengelola database karyawan dan seluruh dokumen terkaitMemiliki kemampuan komunikasi yang baikMemiliki kemampuan Ms. Office yang baikLamaran dikirim/email ditujukan kepada :HRD Manager PT. INTERNUSA MANDIRIKomplek Roxy Mas Blok D4 No.2Mohon cantumkan disisi kanan atas posisi yang saudara lamar.",6500000.0,2,5700000.0,DKI JAKARTA,5396760.0
171,Marketing  Manager Head,Sumatera Utara,IDR,CEO/GM/Direktur/Manajer Senior,5 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",,,1- 50 pekerja,Makanan & Minuman/Katering/Restoran,# Must have extensive experiences in above field# Must have online and offline experiences in sales and marketing# Must have good ethic management skill# Must be able to demonstrate advanced marketing skills# Have a good team work and high level of decision making# Work placw will be in Medan City and all interviewed online also offline,14400000.0,5,5700000.0,Unknown,5396760.0
172,Sales Marketing & Accounting,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",,,,Konstruksi/Bangunan/Teknik,"Job Description & Responsibility (SALES):Responsible for offering and providing product-related information to customersIncreasing sales of the company's application productsResearch and analyze local market conditions, development of business plans, implementation, and ensure completionRequirements (SALES):Femalee, Max 30 years oldHave an experience minimum 2 years as a Marketing/SalesBachelor Degree of any majorFluent in English (speaking or writing) is MUST. Can speak Mandarin is a plus (not a must)Have good communication and negotiation skillsEnergic, innovative, honest, and like challengesCan work under pressureCan join immediatelyJob Description & Responsibility (ACCOUNTING):Take care of the company's Finance & AccountingGather and monitor financial dataPrepare monthly, quarterly and annual statements (balance sheets and income statements)Monitor and report on accounting discrepanciesPerform moth-end year-end close processesRequirements (ACCOUNTING):FemaleeHave an experience minimum 1 years as a Accounting/TaxesBachelor Degree of Accounting/TaxationFluent in English (speaking or writing) is MUST. Can speak Mandarin is a plus (not a must)Familiar with accurate and another accounting systemAdvanced user of Ms Excel, Ms Office, and OutlookAdvanced mathematical and logical deducation skillsHave a good communication skillsCan join immediately",6000000.0,1,5700000.0,DKI JAKARTA,5396760.0
174,"Senior Financial Advisor (Bancassurance) - JAKARTA PUSAT, PONDOK KELAPA, CIKINI, THAMRIN",Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi)",27 days,501 - 1000 pekerja,Perbankan/Pelayanan Keuangan,"KUALIFIKASIPendidikan minimal D3 dari semua jurusanMemiliki teknik komunikasi yang baikTertarik dalam bidang Perbankan dan AsuransiMemiliki pengalaman kerja (minimal 2 tahun pada bidang Sales Asuransi / bancassurance specialist, disertai surat keterangan kerja.Bersedia ditempatkan diseluruh wilayah cabang Bank Mandiri area Bekasi & Jakarta TimurFASILITASNew FA Fundamental TrainingTunjangan selama mengikuti pelatihanInsentif BulananKomisi yang menjanjikan dan tidak terbatasBonus KemitraanTunjangan KesehatanBPJS KetenagakerjaanKepemilikan tablet untuk FA (50%)Management Development Program untuk FA > 1 tahun yang memenuhi syarat perusahaanDESKRIPSI PEKERJAAN Financial Advisor (FA) adalah perencana keuangan nasabah. Financial Advisor memiliki peran penting sebagai ujung tombak perusahaan yang mencakup layanan sales dan service. Sales dimana Financial Advisor bertugas untuk merencanakan, dan memasarkan produk asuransi sesuai dengan kebutuhan nasabah sedangkan Service dimana FA juga berperan dalam pelayanan klaim ataupun komplain asuransi dari nasabah AXA Mandiri. Financial Advisor (FA) nantinya akan ditempatkan di cabang Bank Mandiri.",4500000.0,2,5700000.0,DKI JAKARTA,5396760.0
175,HRD Supervisor,Surabaya,IDR,Supervisor/Koordinator,3 tahun,Sarjana (S1),Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Asuransi kesehatan;Formal;Monday - Saturday,,501 - 1000 pekerja,Produk Konsumen/Barang konsumen yang bergerak cepat,"Membuat & mengontrol rencana kerja dan pelaksanaannyaMengawasi pelaksaan SOP ( standart Operasional Prosedur ) di PerusahaanBertanggung Jawab atas pengembangan SDMMelaksanakan Recruitment karyawanMembuat sistem remunerasi, Reward & punishment, training yang dibutuhkan ( Talent Management & Development )Kualifikasi :Pendidikan Minimal S1 Hukum/PsikologiUsia Maksimal 35 tahunMampu mengoperasikan Ms.Office terutama ExcelMemiliki Jiwa Leadership yang baikJujur, Bertanggung jawab, tegas, konsisten & komitment yang tinggiMemiliki pengetahuan tentang BPJS dan undang-undang ketenagakerjaan",6000000.0,3,5700000.0,JAWA TIMUR,2305984.0
176,Finance & Adminitration HEAD,Jakarta Selatan,IDR,Manajer/Asisten Manajer,2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)",Penuh Waktu,"Akuntansi / Keuangan,Keuangan / Investasi Perusahaan ","Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi)",30 days,201 - 500 pekerja,Automobil/Mesin Tambahan Automotif/Kendaraan,Memastikan perencanaan proses kerja AdministrasiMemastikan Kinerja team sesuai dengan Ekspetasi perusahaanMemastikan ketersediaan dataMengelola jadwal dan Tenggat waktu administrasi sesuai yang di targetkanMemastikan fasilitas dan inventoris perusahaan terjaga dengan baikMemastikan pengeluaran dan penyusunan anggaran se-efisien mungkinMemastikan operasional administrasi mematuhi kebijakan dan peraturan perusahaanmengelola pemilihan sumber daya team dan pengembangan serta penilaian karyawan khususnya di team kerjanyaMengerti dan memahami Financial Report,12300000.0,2,5700000.0,DKI JAKARTA,5396760.0
